585,2024 (TBD)[218],,"Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020.","Replacement for Nusantara-2 (Palapa-N1), which was lost in a launch failure in April 2020."
586,2024 (TBD)[219],TBA,TBA,,TBA,TBA,TBA,TBA
587,2024 (TBD)[219],,,,,,,
588,2024 (TBD)[219],,SES-26,SES S.A.,Geosynchronous,Communications,,
589,2024 (TBD)[219],,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.,Replacement for NSS-12.
590,2024 (TBD)[220],TBA,TBA,,TBA,TBA,TBA,TBA
591,2024 (TBD)[220],,,,,,,
592,2024 (TBD)[220],,SXM-9,Sirius XM,Geosynchronous,Communications,,
593,2024 (TBD)[221],TBA,TBA,,TBA,TBA,TBA,TBA
594,2024 (TBD)[221],,,,,,,
595,2024 (TBD)[221],,Varda 3 Photon,Varda Space Industries,Low Earth,Space manufacturing,,
596,2024 (TBD)[221],,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.,Rideshare on a to-be-announced launch vehicle.
597,2024 (TBD)[223],TBA,TBA,,TBA,TBA,TBA,TBA
598,2024 (TBD)[223],,,,,,,
599,2024 (TBD)[223],,TBA,CarpathiaSat,Geosynchronous,Communications,,
600,2024 (TBD)[223],,First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222],First Hungarian geosynchronous communications satellite.[222]
